id,transcription
174,THE CHILD HAD A NATIVE GRACE WHICH DOES NOT EMBARRIABLY COEXIST WITH THAUGHTLESS BEAUTY ITS ATTIRE HOWEVER SIMPLE ALWAYS IMPRESSED THE BEHOLDER AS IF IT WERE THE VERY GARB THAT PRECISELY BECAME IT BEST
175,THIS OUTWARD MUTABILITY INDICATED AND DID NOT MORE THAN FAIRLY EXPRESSED THE BARRIOUS PROPERTIES OF HER INNER LIFE
176,HASTER COULD ONLY ACCOUNT FOR THE CHILD'S CHARACTER AND EVEN THEN MOST VAGUELY END IMPERFECTLY BY RECALLING WHICH SHE HERSELF HAD BEEN DURING THAT MOMENT IS PERIOD WHILE PEARL WAS EMBIBING HER SOUL FROM THE SPIRITUAL WORLD AND HER BODILY FRAME FROM ITS MATERIAL OF EARTH
177,THEY WERE NOW ILLUMINATED BY THE MORNING RADIANCE OF A YOUNG CHILD'S DISPOSITION BUT LATER IN THE DAY OF EARTHLY EXISTENCE MIGHT BE PERLIFIC OF THE STORM AND WHERE A WIND
178,HESTER PRIN NEVERTHELESS THE LOVING MOTHER OF THIS ONE CHILD RAN LITTLE RISK OF ERRYING ON THE SIDE OF UNDUCE EVERITY
179,MINDFUL HOWEVER OF HER OWN ERRORS AND MISFORTUNES SHE EARLY SAW TO IMPOSE A TENDER BUT STRICT CONTROL OVER THE INFANT IMMORTALITY THAT WAS COMMITTED TO HER CHARGE
180,AS TO ANY OTHER KIND OF DISCIPLINE WHETHER ADDRESS TO HER MIND OR HEART LITTLE POOR ALL MIGHT OR MIGHT NOT BE WITHIN ITS REACH IN ACCORDANCE WITH THE CAPRICE THAT ROLLED THE MOMENT
181,IT WAS A LOOK SO INTELLIGENT YET IT EXPLECABLE PERVERSE SOMETIMES SO MELICIOUS BUT GENERALLY ACCOMPANIED BY A WILD FLOW OF SPIRITS THAT HASTER COULD NOT HAVE QUESTIONING AT SUCH MOMENTS WHETHER PEARL WAS A HUMAN CHILD
182,BEHOLDING IT HESTER WAS CONSTRAINED TO RUSH TOWARDS THE CHILD TO PURSUE THE LITTLE EALTH IN THE FLIGHT WHICH SHE ENVARIABLY BEGAN TO SNATCH HER TO HER BOSOM WITH A CLOSE PRESSURE AND EARNEST KISSES NOT SO MUCH FROM OVERFLOWING LOVE AS TO ASSURE HERSELF THAT PEARL WAS FLESH AND BLOOD AND NOT UTTERLY DELUCIVE
183,BROODING OVER ALL THESE MATTERS THE MOTHER FELT LIKE ONE WHO HAS A VOTE DISPIRIT BUT BY SOME A REGULARITY IN THE PROCESS OF CONJURATION HAS FAILED TO WIND THE MASTER WORD THAT SHOULD CONTROL THIS NEW AND INCOMPREHENSIBLE INTELLIGENCE
184,PERRIL WAS A BORN OUTCAST OF THE INVANTILE WORLD
185,PERIL SAW AND GAZED INTENTLY BUT NEVER SOUGHT TO MAKE ACQUAINTANCE
186,IF SPOKE INTO SHE WOULD NOT SPEAK AGAIN
187,HESTERPRINE WENT ONE DAY TO THE MANCHIN OF GOVERNOR BELLING HIM WITH A PAIR OF GLOVES WHICH SHE HAD FRIENDS AND EMBORRADER TO HIS ORDER AND WHICH WERE TO BE WARN ON SOME GREAT OCCASION OF STATE BORE THOUGH THE CHANCES OF A POPULAR ELECTION HE STILL HELD AN HONOURABLE AND IMPLUENTIAL PLACE AMONG THE COLONIAL MAGISTRACY
188,ANOTHER AND FAR MORE IMPORTANT REASON THAN THE DELIVERY OF A PAIR OF EMBORDERED GLOVES EMPELLED HESTER AT THIS TIME TO SEEK AN INTERVIEW WITH A PERSONAGE OF SO MUCH POWER AND ACTIVITY IN THE AFFAIRS OF THE SUDDELMENT
189,AT THAT EPOCH OF PERSTINE SIMPLICITY HOWEVER MATTERS OF EVEN SLIGHTER PUBLIC INTEREST AND A FAR LESS IN TRINSIC WEIGHT THAN THE WELFARE OF HUSTER ENTER CHILD WERE STRANGELY MIXED UP WITH A DILIBERATIONS OF LEGISLATORS AND ACTS OF STATE
190,THE PERIOD WAS HARDLY IF IT ALL OUR LEAR THAN THAT OF OUR STORY WHEN A DISPUTE CONCERNING THE RIGHT OF PROPERTY IN A PIG NOT ONLY CAUSE A FIERCE AND BITTER CONTEST IN THE LEGISLATIVE BODY OF THE COLONY BUT RESULTED IN AN IMPORTANT MODIFICATION OF THE FRAMEWORK ITSELF OF THE LEGISLATURE
191,WE HAVE SPOKEN OF PEARLS RICH AND LUXURIANT BEAUTY A BEAUTY THAT SHOWN WITH DEEP AND VIVID TENTS A BRIGHT COMPLEXION EYES POSSESSING INTENSITY BOTH OF DEPTH AND GLOW AND HAIR ALREADY OF A DEEP GLOSSY BROWN AND WHICH IN AFTER YEARS WOULD BE NEARLY AKIN TO BLACK
192,IT WAS THE SCARLET LETTER IN AND OTHER FORM THE SCARLET LETTER AND DOWNED WITH LIFE
193,THE MOTHER HERSELF AS IF THE RED IGNOMINY WERE SO DEEPLY SCORCH INTO HER BRAIN THAT ALL HER CONCEPTIONS ASSUMED ITS FORM HAD CAREFULLY ROUGHT OUT THE SIMILITUDE LAVISHING MANY HOURS OF MORBID INGENUITY TO CREATE AND ANALOGY BETWEEN THE OBJECT OF HER AFFECTION AND THE EMBLEM OF HER GUILT AND TORTURE
194,BUT IN TRUTH PERIL WAS THE ONE AS WELL AS THE OTHER AND ONLY AND CONSEQUENCE OF THAT IDENTITY HAD HESTER CONTRIVED SO PERFECTLY TO REPRESENT THE SCARLET LETTER IN HER APPEARANCE
195,COME THEREFORE AND LET US SCLING MUT AT THEM
196,BUT PEARL WHO WAS A DAUNTLESS CHILD AFTER FROWNING STAMPING HER FOOT AND SHAKING HER LITTLE HAND WITH A VARIETY OF THREATENING GESTURES SUDDENLY MADE A RUSH AT THE NOT OF HER ENEMIES AND PUT THEM ALL TO FLIGHT
197,SHE SCREAMED AND SHOUTED TO WITH A TERRIFIC VOLUME ASSOUND WHICH DOUBTLESS CAUSE THE HEARTS OF THE FUGITIVE TO QUAKE WITHIN THEM
198,IT WAS FURTHER DECORATED WITH STRANGE AND SEEMINGLY CABILISTIC FIGURES AND DIAGRAMS SUITABLE TO THE QUAINT TASTE OF THE AGE WHICH HAD BEEN DRAWN IN THE STUCCO WHEN NEWLY LAID ON AND HAD NOW GROWN HARD AND DORABLE FOR THE ADMIRATION OF AFTER TIMES
199,THEY APPROACHED THE DOOR WHICH WAS OF AN ARCHED FORM AND FLANKED ON EACH SIDE BY A NARROW TOWER OR PROJECTION OF THE EDIFICE IN BOTH OF WHICH WERE LATICE WINDOWS THE WOODEN SHUDDERS TO CLOSE OVER THEM AT NEED
200,LIFTING THE IRON HAMMER THAT HUNG AT THE PORTAL HASTILE PRINC GAVE A SUMMONS WHICH WAS ANSWERED BY ONE OF THE GOVERNOR'S BOND SERVANTS A FREE BORN ENGLISH MAN BUT NOW A SEVEN YEARS SLAVE
201,YEAR HIS HONORABLE WORSHIP IS WITHIN BUT HE HATH THEY GODLY MINISTER OR TO WITH HIM AND LIKEWISE A LEACH
202,YOU MAY NOT SEE HIS WORSHIP NOW
203,WITH MANY VARIATIONS SUGGESTED BY THE NATURE OF THIS BUILDING MATERIALS DIVERSITY OF PLIMATE AND HE DIFFERENT MODE OF SOCIAL LIFE GOVERNOR BELLINGHAM HAD PLANNED HIS NEW ABITATION AFTER THE RESIDENCES OF GENTLEMEN OF FAIR STATE IN HIS NATIVE LAND
204,ON THE TABLE AND TOKEN THAT THE SENTIMENT OF OLD ENGLISH HOSPITALITY HAD NOT BEEN LEFT BEHIND STOOD A LARGE PUTOR TANKERED AT THE BOTTOM OF WHICH HAD HASTER OR PEARL PEEPED INTO IT THEY MIGHT HAVE SEEN THE FROT THE REMNANT OF A RECENT DRAFT OF ALE
205,LITTLE PEARL WHO WAS AS GREATLY PLEASED WITH THE GLEAMING ARMOUR AS SHE HAD BEEN WITH THE GLITTERING FRONT AS PIECE OF THE HOUSE SPENT SOME TIME LOOKING INTO THE POLISHED MIRROR OF THE BREAST PLATE
206,MOTHER CRIED SHE I SEE YOU HERE LUCK LUCK LUCK
207,AND TRUTH SHE SEEMED ABSOLUTELY HIDDEN BEHIND IT
208,FEARL ACCORDINGLY RAN TO THE BOW WINDOW AT THE FURTHER END OF THE HALL AND LOOKED ALONG THE VISTA OF A GARDEN WALK CAPITED WITH CLOSELY SHAVEN GRASS AND BOARDERED WITH SOME RUDE AND IMATORE ATTEMPT AT TRUBBERY
209,BUT THE PROPRIETOR APPEARED ALREADY TO HAVE READY TO HAVE RELINQUISHED AS HOPELESS THE EPPORT TO PERPETUATE ON THIS SIDE OF THE ATLANTIC IN A HARD SOIL AND AMID THE CLOSE STRUGGLE FOR A SUBSISTENCE THE NATIVE ENGLISH TASTE FOR ORNAMENTAL GARDENING
210,THERE WERE A FEW ROSE BUSHES HOWEVER AND A NUMBER OF APPLE TREES PROBABLY THE DESCENDANCE OF THOSE PLANTED BY THE REVEREND MISTER BLACKSTONE THE FIRST SETTLER OF THE PININSALA THAT HALF MITHELOGICAL PERSONAGE WHO RIDES THOUGH ARE EARLY ANIMALS SEATED ON THE BACK OF A BALL
211,PERIL SEEING THE ROSEBUSHES BEGAN TO CRIE FOR OUR RED ROSE AND WOULD NOT BE PASSIFIED
212,HE WORE BLUE SILK STOCKINGS BLOOMY PANTS WITH GOLD BUTTLES A BLUE RUFFLED WAIST ENDER JACKET OF BRIGHT BLUE BRAITED WITH GOLD
213,HIS HAT HAD A PEAKED CROWN IN A FLAT BRIM AND AROUND THE BRIM WAS A ROW OF TINY GOLDEN BELLS THAT TINKLED WHEN HE MOVED
214,INSTEAD OF SHOES THE OLD MAN WAR BOOTS WITH TURN OVERTOPS AND HIS BLUE COAT HAD WIDE COFFS OF GOLD BRAID
215,FOR A LONG TIME HE HAD WISHED TO EXPLORE THE BEAUTIFUL LAND OF EYES IN WHICH THEY LIVED
216,WHEN THEY WERE OUTSIDE UNSIMPLY LATCHED THE DOOR AND STARTED UP THE PATH
217,NO ONE WOULD DISTURB THEIR LITTLE HOUSE EVEN IF ANY ONE CAME SO FAR INTO THE THICK FOREST WHILE THEY WERE GONE
218,AT THE FOOT OF THE MOUNTAIN SEPARATED THE COUNTRY OF THE MONSCANES FROM THE COUNTRY OF THE GILLACANS THE PATH DIVIDED
219,HE KNEW IT WOULD TAKE THEM TO THE HOUSE OF THE CROOKED MAGICIAN WHOM HE HAD NEVER SEEN BUT WHO WAS THEIR NEAREST NEIGHBOUR
220,ALL THE MORNING THEY TRUDGED UP THEM OUT IN PATH AND AT NOON UNCLE AND ODOGO SAT ON A FALLEN TREE TRUNK AND ATE THE LAST OF THE BREAD WHICH THE OLD LUNCHKIN HAD PLACED IN HIS POCKET
221,THEN THEY STARTED ON AGAIN AND TWO HOURS LATER CAME IN SIGHT OF THE HOUSE OF DOCTOR PIPPED
222,OH CANNOT AT THE DOOR OF THE HOUSE AND A CHUBBY PLEASANT FACED WOMAN DRESSED ALL AND BLEW OPENED IT AND GREETED THE VISITORS WITH A SMILE
223,I AM MY DEAR AND ALL STRANGERS ARE WELCOMED TO MY HOME
224,WE HAVE COME FROM A FIRE LONELIER PLACE THAN THIS ALONE YOUR PLACE
225,AND YOU MUST BE ODE YOU THE UNLUCKY SHE ADDED
226,OH YOU HAD NEVER EATEN SUCH A FINE MEAL IN ALL HIS LIFE
227,THEY ARE CHAVELING REPLIED O JOE AND WE STOP THEY CARE HOUSE JUST AREST IN REFRESH YOURSELVES
228,THE WOMAN SEEMED THOUGHTFUL
229,AT ONE IN STOOD A GREAT FIREPLACE IN WHICH A BLUE LOG WAS BLAZING WITH A BLUE FLAME AND OVER THE FIRE HUNG FOUR CATTLES IN A ROW ALL BUBBLING IN STEAMING AT A GREAT RATE
230,IT TAKES ME SEVERAL YEARS TO MAKE THIS MAGIC POWDER BUT AT THIS MOMENT I AM BLEAVED TO SAY IT IS NEARLY DONE YOU SEE I MAKING IT FROM MY GOOD WIFE MARGAL OTTE THE ONCE TO USE SOME OF IT FOR A PURPOSE OF HER OWN
231,YOU MUST KNOW SAID MARGALLOT WHEN THEY WERE ALL SEATED TOGETHER ON THE BROAD WINDOW SEAT THAT MY HUSBAND FOOLISHLY GAVE AWAY ALL THE POWDER OF LIFE HE FIRST MADE TO OLD MAMBY THE WHICH WHO USED TO LEAVE IN THE COUNTRY OF THE GILLACANS TO THE NORTH AT HERE
232,THE FIRST LOT WE TETCHED ON OUR GLASK HAT WHICH NOT ONLY BEGAN TO LIVE BUT HAS LIVED EVER SINCE
233,I THINK THE NEXT GLASS CAP AND MAGICIAN MAKES WILL HAVE NEITHER BRAINS NOR HEART FOR THEN IT WILL NOT OBJECT TO CATCHING MISE AND THEY PROVE OF SOME USE TO US
234,I AM AFRAID I DON'T KNOW MUCH YOU'VE OUT THE LAND OF EYES
235,YOU SEE I'VE LIVED ON MY LIFE WITHOUT NUMPY OF A SILENT ONE AND THERE WAS NO INTO TELL ME ANYTHING
236,THAT IS ONE REASON YOU ARE OGILI SAID THE WOMAN IN SYMPATHETIC TONE
237,I THINK I MUST SHOW YOU MY PATCH WORK GIRL SAID MARGALEOT LAUGHING AT THE BOY'S ASTONISHMENT FOR SHE'S RATHER DIFFICULT TOAK SPLAIN
238,BUT FIRST I WILL HELL YOU THAT FROM MANY YEARS I HAVE LONGED FOR A SERVANT TO HELP ME WITH A HOUSEWORK AND TO COPE THEM YEALS AND WASH THE DISHES
239,YET THAT TASK WAS NOT SO EASY AS YOU MAY SUPPOSE
240,A BED QUILT MADE OF PATCHES OF DIFFERENT KINDS AND COLLARS OF QUAW ONLY SO TOGETHER
241,SOMETIMES IT IS CALLED A CRAZY QUILT BECAUSE THE PATCHES AND COLOURS ARE SO MIXED UP
242,WHEN I FOUND IT I SAID TO MYSELF THAT IT WOULD DO NICELY FROM MY SERVANT GIRL FOR WHEN SHE WAS BROUGHT TO LIFE SHE WOULD NOT BE PROUD NOR HAUGHTY AS THE GLASS CAT IS FOR SOUGHT TO DREADFUL MIXTURE OF COLOURS WOULD DISCOURAGE HER FROM TIME TO BE AS THE BLUE MUCH KINS ARE
243,AT THE EMERAL CITY WHERE OUR PRINCESS ALL SMELLY OF SGREEN IS THE POPULAR COLOR
244,I WILL SHOW YOU WOULD A GOOD JOW BY DID AND SHE WENT TO A TALL CUPBOARD AND THREW OPEN THE DOORS
245,OH YOU'LL EXAMINE THIS CURIOUS CONTRIVANCE WITH WONDER
246,MARGALOT HAD FIRST MADE THE GIRLS FORM FROM THE PATCHWORK QUILT AND THEN SHE HAD DRESSED IT WITH A PATCH WORK SKIRT AND AN APRON WITH POCKETS IN IT USING THE SAME GAME ETERIAL THROUGHOUT
247,THE HEAD OF THE PATCHWARE GIRL WAS THE MOST CURIOUS PART OF HER
248,THE HAIR WAS A BROWN YARN WHO HUNG DOWN ON HER NECK AND SEVERAL NEAT BRAIDS
249,GOLD IS THE MOST COMMON METAL IN THE LAND OF EYES AND IS USED FOR MANY PURPOSES BECAUSE IT IS OFT AND PLIABLE
250,NO I FORGOT ON ABOUT THE BRAINS EXCLAIMED THE WOMAN
251,WELL THAT MAY BE TRUE AGREED MARGUELA BUT ON THE CONTRARY A SERVANT WITH TOO MUCH BRAINS IS SURE TO BECOME IN APPENDENT IN HIGH AND MIGHTY AND FEEL ABOVE HER WORK
252,SHE POURED INTO THE DISH ACQUANITY FROM EACH OF THESE BOTTLES
253,I THINK THAT WILL DO SHE CONTINUED FOR THE OTHER QUALITIES ARE NOT NEEDED IN A SERVANT
254,SHE RAN TO HER HUSBAND SIDE AT ONCE AND HELPS HIM LIFT THE FOUR CATTLES FROM THE FIRE
255,THEIR CONTENTS HAD ALL BOILED AWAY LEAVING IN THE BOTTOM OF EACH CATTLE A FEW GRAINS A FINE WHITE POWDER
256,VERY CAREFULLY THAT MAGICIAN REMOVED THIS POWDER PLACING IT ALTOGETHER IN A GOLDEN DISH WHERE HE MIXED IT WITH A GOLDEN SPOON
257,NO ONE SAW HIM DO THIS FOR ALL WERE LOOKING AT THE POWDER OF LIFE BUT SOON THE WOMAN REMEMBERED WHAT SHE HAD BEEN DOING AND CAME BACK TO THE CUBBARD
258,OH JO BECAME A BIT UNEASY AT THIS FOR HE HAD ALREADY PUT QUITE A LOT OF THE CLEVERNESS POWDER IN THE DISH BUT HE DARED NOT INTERFERE AND SO HE COMFORTED HIMSELF WITH THE THOUGHT THAT ONE CANNOT HAVE TOO MUCH CLEVERNESS
259,HE SELECTED A SMALL GOLD BOTTLE WITH A PEPPER BOX TOP SO THAT THE POWDER MIGHT BE SPRINGLED ON ANY OBJECT THROUGH THE SMALL HOLES
260,MOST PEOPLE TALK TOO MUCH SO IT IS A RELIEF TO FIND ONE HE TALKS TOO LITTLE
261,I AM NOT ALLOWED TO BEFORE MAGIC EXCEPT FOR MY OWN AMUSEMENT HE TOLD HIS VISITORS AS HE LIGHTED A PIPE WITH A CROAKED STEM AND BEGAN TO SMOKE
262,THE WISE IT OF OS WHO USED TO BE A HUMBOWD IN KNEW NO MATTIC AT ALL HAS BEEN TAKING LESSONS OF GLINDA AND UNTOLD HE IS GETTING TO BE A PRETTY GOOD WIZARD BUT HE IS NEARLY THE ASSISTANT OF THE GREAT SOURCERS
263,IT TRULY IS ASSERTED THE MAGICIAN
264,I NOW USE THEM AS ORDIMENTAL STATUARY IN MY GARDEN
265,DO YOU ME WHAT A CHATTER BOX YOU GETTING TO BE YOUNG REMARKED THE MAGICIAN WHO WAS PLEASED WITH THE COMPLIMENT
266,ASKED THE VOICE IN SCORNFUL ACCENTS
267,THE GREATFUL APPLAUSE OF THE CLERGY HAS CONSECRATED THE MEMORY OF A PRINCE WHO INDULGED THEIR PASSIONS AND PROMOTED THEIR INTEREST
268,THE EDICT OF MALAN THE GREAT CHARTER OF TOLERATION HAD CONFERMED TO EACH INDIVIDUAL OF THE ROMAN WORLD THE PRIVILEGE OF CHOOSING AND PROFESSING HIS OWN RELIGION
269,BUT THIS INESTIMABLE PRIVILEGE WAS SOON VIOLATED WITH THE KNOWLEDGE OF TRUTH THE EMPEROR AND BIBE THE MAXIMS OF PERSECUTION AND THE SEX WHICH DESCENTED FROM THE CATHOLIC CHURCH WERE AFFLICTED AND APPRESSED BY THE TRIUMPH OF CHRISTIANITY
270,CONSTANTEEN EASILY BELIEVED THAT THE HEROTICS WHO PRESUMED TO DISPUTE HIS OPINIONS OR TO OPPOSE HIS COMMANDS WERE GUILTY OF THE MOST OBSERVED AND CRIMINAL OBSTINACY AND THAT ESSEASINABLE AVOLICATION OF MODEROUS EVERITIES MIGHT SAVE THOSE ON HAPPY MEN FROM THE DANGER OF AN EVERLASTING CONDEMNATION
271,SOME OF THE PENAL REGULATIONS WERE COPIED FROM THE EDICTS OF DIACLETION AND THIS METHOD OF CONVERSION WITH APPLODED BY THE SAME BISHOPS WHO HAD FELT THE HAND OF APPRESSION AND PLEADED FOR THE RIGHTS OF HUMANITY
272,THEY ASSERTED WITH CONFIDENCE AND ALMOST OF THE EXULTATION THAT THE OPPOSTOLICAL SUCCESSION WAS INTERRUPTED THAN ALL THE BISHOPS OF THE EUROPE AND ASIA WERE INFECTED BY BECONTASION OF GUILT INSCUSION AND THAT THE PAROGATIVES OF THE CATHOC CHURCH WERE CONFINED TO THE CHOSEN PORTION OF THE INTEGRITY OF THEIR FAITH AND DISCIPLINE
273,BISHIPS VIRGINS AND EVEN SPOTLESS INFANCE WERE SUBJECTED TO THE DISGRACE OF A PUBLIC PENNANCE BEFORE THEY COULD BE ADMITTED TO THE COMMUNION OF THE DONNITESTS
274,PROSCRIBED WHY THE CIVIL AND CLEASIASTICAL HOWERS OF THE EMPIRE THE DONATIST STILL MAINTAINED IN SOME PROVINCES PARTICULARLY IN IMMIDDIA THERE IS APPEARIOR KNUMBERS AND FOUR HUNDRED BISHOPS ACKNOWLEDGED THE JURISTICTION OF THEIR PRIMATE
275,SINCE THE PERIOD OF OUR TAIL THE ACTIVE SPIRIT OF THE COUNTRY HAS SURROUNDED IT WITH A BELT OF RICH AND THRIVING SETTLEMENTS THOUGH NONE BUT THE HUNTER OR THE SAVAGE IS EVER KNOWN EVEN NOW TO PENETRATE ITS WILD RECESSES
276,THE DEWS WERE SUFFERED TO EXHAIL AND THE SUN HAD DISPERSED THE MISTS AND WAS SHETTING A STRONG AND CLEAR LIGHT IN THE FOREST WHEN THE TRAVELERS RESUMED THEIR JOURNEY
277,AFTER PROCEEDING A FEW MILES THE PROGRESS OF HOCKEY WHO LED THE ADVANCE BECAME MORE DELIBERATE AND WATCHFUL
278,HE OFTEN STOPPED TO EXAMINE THE TREES NOR DID HE CROSS A RIVULET WITHOUT ATTENTIVELY CONSIDERING THE QUANTITY THE VELOCITY AND THE COLOR OF ITS WATERS
279,DISTRUSTING HIS OWN JUDGMENT HIS OWN JUDGMENT HIS OPINION OF CHINGATCH GOOK WERE FREQUENT AND EARNEST
280,YET HERE WE WITHIN A SHORT RANGE OF THE SCARROONS AND NOT A SIGN OF A TRAIL HAVE RECROSSED
281,LET US RETRACE OUR STEPS AND EXAMINE AS WE GO WITH KEEN ARE EYES
282,SHING AT GOOK HAD CAUGHT THE LOOK AND MOTIONING WITH HIS HAND HE BADE HIM SPEAK
283,THE EYES OF THE WHOLE PARTY FOLLOWED THE UNEXPECTED MOVEMENT AND READ THEIR SUCCESS IN THE AIR OF TRIUMPH THAT THE YOUTH ASSUMED
284,IT WOULD HAVE BEEN MORE WONDERFUL HAD HE SPOKEN WITHOUT A BIDDING
285,SEE SAID UNCAS POINTING NORTH AND SOUTH AT THE EVIDENT MARKS OF THE BROAD TRAIL ON EITHER SIDE OF HIM THE DARK HAIR HAS GONE TOWARD THE FOREST
286,IF A RIVELET OR RIVOLET OR BIT OF EARTH HARDER THAN COMMON SEVERED THE LENGTHS OF THE CLEW THEY FOLLOWED THE TRUE EYE OF THE SCOUT RECOVERED THEM AT A DISTANCE AND SELDOM RENDERED THE DELAY OF A SINGLE MOMENT NECESSARY
287,EXTINGUISHED BRANDS WERE LYING AROUND A SPRING THE AWFULS OF A DEAR WERE SCATTERED ABOUT THE PLACE AND THE TREES WERE EVIDENT MARKS OF HAVING BEEN BROWS BY THE HORSES
288,A CIRCLE OF A FEW HUNDRED FEET IN CIRCUMFERENCE WAS DRAWN AND EACH OF THE PARTY TOOK A SIGNANT FOR HIS PORTION
289,THE EXAMINATION HOWEVER RESULTED IN NO DISCOVERY
290,THE WHOLE PARTY CROWDED TO THE SPOT WERE UNCASPOINTED OUT THE IMPRESSION OF A MOCKESOM IN THE MOIST ELUVION
291,RUN BACKGUNCAS AND BRING ME THE SIZE OF THE SINGERS FOOT
292,NOTWITHSTANDING THE HIGHRESOLUTION OF HOCKEY HE FULLY COMPREHENDED ALL THE DIFFICULTIES AND DANGER HE WAS ABOUT TO ENCUR
293,IN HIS RETURN TO THE CAMP HIS ACCUTE HIM PRACTISED INTO LEX WERE INTENTLY ENGAGED INDIVISING MEANS TO COUNTERACT A WATCHFULNESS AND SUSPICION ON THE PART OF HIS ENEMIES THAT HE KNEW WHERE IN NO DEGREE IN FERIOR TO HIS OWN
294,IN OTHER WORDS WHILE HE HAD IMPLICIT FAITH IN THE ABILITY OF BAILEMS ASKED TO SPEAK HE WAS SOMEWHAT SKEPTICAL ON THE SUBJECT OF A BARE SINGING AND YET HE HAD BEEN ASSURED OF THE LATTER ON THE TESTIMONY OF HIS OWN EXQUISITE ORGANS
295,THERE WAS SOMETHING IN HIS AIR AND A MANNER THAT BETRAYED TO THE SCOUT THE UTTER CONFUSION OF THE STATE OF HIS MIND
296,THE INGENIOUS HOCKEY WHO RECALLED THE HASTY MANNER IN WHICH THE OTHER HAD ABANDONED HIS POST AT THE BEDSIDE OF THE SICK WOMAN WAS NOT WITHOUT HIS SUSPICIONS CONCERNING THE SUBJECT OF SO MUCH SOLEMN DELIBERATION
297,THE BARE SHOOK HIS SHAGGY SIDES AND THAT A WELL KNOWN VOICE REPLIED
298,CAN THESE THINGS BE RETURNED DAVID BREATHING MORE FREELY AS THE TRUTH BEGAN TO DAWN UPON HIM
299,COME COME RETURNED HOCK I UNCASING HIS HONEST COUNTENANCE THE BETTER TO ASSURE THE WAVERING CONFIDENCE OF HIS COMPANION YOU MAY SEE A SKIN WHICH IF IT BE NOT AS WHITE HAS ONE OF THE GENTLE ONES HAS NO TENGE OF RED TO IT THAT THE WINDS OF THE HEAVEN IN THE SON HAVE NOT BESTOWED NOW LET US TO BUSINESS
300,THE YOUNG MAN AS IN BONDAGE AND MUCH I FEAR HIS DEATH AS DECREED
301,I GREATLY MOURNED THAT ONE SO WELL DISPOSED SHOULD DIE IN HIS IGNORANCE AND I HAVE SOUGHT A GOODLY HIM CAN YOU LEAD ME TO HIM
302,THE TASK WILL NOT BE DIFFICULT RETURN DAVID HESITATING THOUGH I GREATLY FEAR YOUR PRESENCE WOULD RATHER INCREASE THAN MEDIGATE HIS UNHAPPY FORTUNES
303,THE LODGING WHICH UNCAS WAS CONFINED WAS IN THE VERY CENTRE OF THE VILLAGE AND IN A SITUATION PERHAPS MORE DIFFICULT AND ANY OTHER TO APPROACH OR LEAVE WITHOUT OBSERVATION
304,FOR REFIVE WITH THE LATTER ONLY LINGERED ABOUT THE DOOR OF THE PRISON OF UNCAS WHERE HE BUT CLOSE OBSERVERS OF THE MANNER OF THEIR CAPTIVE
305,DELIVERED IN A STRONG TONE OF ASSENT ANNOUNCED THE GRATIFICATION THE SAVAGE WOULD RECEIVE AND WITNESSING SUCH AN EXHIBITION OF WHEATNESS AND AN ENEMY SO LONG HATED AND SO MUCH FEARED
306,THEY DREW BACK A LITTLE FROM THE ENTRANCE AND MOTION TO THIS OPPOSED CONJURER TO ENTER
307,BUT THE BARE INSTEAD OF A BAYING MAINTAINED OF THE SEAT IT HAD TAKEN AND GROWLED
308,THE CUNNING MAN AS AFREED THAT HIS BREATH WILL BLOW UPON HIS BREATHERS AND TAKE AWAY THEIR COURAGE TOO CONTINUED DAVID AND PROVING THE HAND HE RECEIVED THEY MUST STAND FURTHER OFF
309,THEN IS OF SATISFIED OF THEIR SAFETY THE SCOUT LEFT HIS POSITION AND SLOWLY ENTERED THE PLACE
310,IT WAS SILENT AND GLOOMY BEING TENANTED SOLELY BY THE CAPTIVE AND LIGHTED BY THE DYING EMBERS OF A FIRE WHICH HAD BEEN USED FOR THE PURPOSE OF COOKERY
311,LONCAS OCCUPIED A DISTANT CORNER AND A RECLINING ATTITUDE BEING RIGIDLY BOUND BOTH HANDS AND FEET BY STRONG AND PAINFUL WITHS
312,THE SCOUT WHO HAD LEFT DAVID AT THE DOOR TO ASCERTAIN THEY WERE NOT OBSERVED THOUGHT IT PRUDENT TO PRESERVE HIS DISGUISE UNTIL ASSURED OF THEIR PRIVACY
313,WHAT SHALL WE DO WITH THE MINGLES AT THE DOOR THEY COUNT SIX AND THE SINGER AS AS GOOD AS NOTHING
314,THE DELAWARES ARE CHILDREN OF THE TORTOS IN THE OUTSTRIP THE DEAR
315,LUNCAS WHO HAD ALREADY PROACHED THE DOOR AND READYNESS TO LEAD THE WAY NOW RECOILED AND PLACED HIMSELF ONCE MORE IN THE BOTTOM OF THE LODGE
316,BUT HOCK I WHO WAS TOO MUCH OCCUPIED WITH HIS OWN THOUGHTS TO NOTE THE MOVEMENT CONTINUED SPEAKING MORE TO HIMSELF INTO HIS COMPANION
317,SO UNCAS YOU HAD RETTER TAKE THE LEAD WHILE I WILL PUT ON THE SKIN AGAIN AND TRUST TO CUNNING FOR WANT OF SPEED
318,WELL WHAT CAN'T BE DONE BY MAIN COURAGE IN WAR MUST BE DONE BY CIRCUMVENTION
319,AS SOON AS THESE DISPOSITIONS WERE MADE THE SCOUT TURN TO DAVE IN AND GAVE HIM HIS PARTING INSTRUCTIONS
